accX,accY,accZ,gX,gY,gZ
-13892,6356,-5604,-49,-338,-736
-13760,6476,-5696,-9,-451,-646
-13652,6320,-5904,7,-507,-575
-13708,6548,-5992,-44,-418,-483
-13488,6280,-5732,7,-111,-410
-13440,5972,-5896,49,32,-343
-13200,6176,-6128,-53,-267,-402
-13496,5920,-5600,-69,-360,-355
-13336,5876,-5596,-51,-96,-277
-13392,5756,-5604,-35,-88,-185
-13684,5776,-5516,-51,145,-9
-13516,6184,-5472,-39,229,104
-13756,6324,-5580,85,395,79
-14200,6352,-5848,149,243,82
-13848,6380,-5540,79,53,18
-13728,6476,-5904,14,-10,-53
-13868,6672,-5880,-79,-77,-93
-13732,6728,-5428,-60,-220,-254
-13708,6628,-5476,-58,-119,-320
-13376,6576,-5588,-139,102,-329
-13792,6572,-5632,-261,-53,-351
-13760,6512,-5592,-255,-96,-372
-13724,6488,-5720,-262,164,-393
-13852,6556,-5912,-445,49,-439
-13716,6400,-5704,-546,-13,-458
-13616,6352,-5732,-530,-91,-425
-13640,6488,-5444,-559,-73,-434
-13572,6260,-5592,-494,-218,-438
-13600,6132,-5632,-474,-126,-344
-13616,6152,-5572,-449,49,-276
-13556,6136,-5668,-583,62,-194
-13500,6000,-5344,-520,70,-171
-13388,6144,-5472,-413,297,-162
-13576,6364,-5728,-521,338,-192
-13624,6428,-5728,-610,269,-164
-13744,6324,-5572,-520,425,-184
-13704,6400,-5584,-523,552,-156
-13832,6264,-5664,-514,577,-170
-13568,6240,-5352,-378,708,-304
-13724,6116,-5448,-214,683,-316
-13680,6220,-5684,-201,626,-340
-13804,6188,-5840,-182,649,-369
-13892,6004,-5732,-255,566,-343
-13684,5896,-5648,-385,677,-257
-13652,5804,-5456,-497,486,-237
-13532,5800,-5380,-505,333,-238
-13780,5836,-5616,-491,385,-268
-13896,5940,-5624,-539,388,-248
-13912,5920,-5476,-610,373,-141
-13912,5960,-5332,-546,531,-64
-13884,6012,-5616,-440,427,-64
-13936,6196,-5776,-411,305,-44
-13824,6036,-5620,-479,270,-124
-13912,5948,-5628,-492,322,-169
-13832,6024,-5356,-433,295,-167
-13884,5944,-5604,-368,186,-125
-13960,5940,-5676,-381,89,-70
-13928,5904,-5688,-423,-83,-35
-13660,6064,-5632,-408,95,-27
-13684,6020,-5692,-411,41,-38
-13704,6136,-5828,-384,-33,-48
-13720,5996,-5788,-359,-205,-95
-13748,6200,-5572,-302,-4,-67
-13788,5996,-5892,-359,-184,-3
-13780,6132,-5604,-457,-41,36
-13688,6184,-5424,-397,46,-9
-13624,6100,-5512,-383,165,-40
-13544,6148,-5436,-388,390,-117
-13724,6072,-5340,-249,468,-160
-13796,6156,-5516,-180,555,-140
-13748,6136,-5676,-162,507,-134
-13860,5972,-5596,-192,365,-99
-13752,6060,-5408,-191,549,-89
-13992,6136,-5600,-283,512,-87
-13768,6124,-5528,-301,433,-82
-13560,6128,-5392,-296,492,-70
-13788,6232,-5556,-265,537,-85
-13676,6428,-5748,-407,542,-148
-13812,6428,-5300,-363,666,-141
-13860,6184,-5532,-418,523,-58
-13628,6336,-5488,-511,636,-55
-13764,6556,-5620,-493,717,-102
-13756,6364,-5524,-482,699,-54
-13740,6236,-5648,-499,703,-109
-13940,6424,-5536,-478,620,-76
-13768,6312,-5536,-478,521,-58
-13608,6340,-5612,-547,507,-163
-13652,6512,-5320,-495,452,-226
-13716,6368,-5792,-440,478,-269
-13892,6176,-5740,-518,439,-210
-13776,6228,-5480,-569,285,-156
-13692,6196,-5420,-504,369,-181
-13596,6196,-5708,-439,498,-229
-13864,6336,-5748,-474,397,-176
-13436,6244,-5572,-459,452,-177
-13592,6200,-5520,-430,374,-211
-13732,6100,-5716,-395,264,-155
-13464,6248,-5528,-382,413,-44
-13768,6136,-5748,-461,371,6
-13588,6304,-5696,-416,397,81
-13488,6144,-5696,-329,343,20
-13544,6144,-5728,-328,334,-68
-13568,6000,-5880,-383,478,-67
-13772,6032,-5856,-437,400,-62
-13808,6008,-5676,-356,337,-66
-13724,6240,-5784,-330,413,-168
-13988,6052,-5768,-324,256,-188
-13796,5996,-5812,-362,220,-256
-13840,6052,-5700,-337,157,-385
-13660,6104,-5632,-347,257,-415
-13984,6160,-5708,-350,267,-372
-14160,6148,-5836,-350,172,-303
-14012,6000,-5560,-385,97,-159
-13740,6000,-5364,-390,235,-2
-13736,5944,-5328,-229,199,48
-13816,6092,-5748,-163,66,0
-13660,6096,-5652,-166,166,-46
-13812,5956,-5872,-200,101,-11
-13688,5928,-5608,-268,183,-86
-13740,6052,-5740,-363,251,-165
-13784,5920,-5524,-338,111,-204
-13540,6064,-5624,-246,88,-288
-13568,6048,-5748,-228,223,-361
-13776,6148,-5500,-218,345,-334
-13548,6160,-5716,-290,215,-284
-13552,6180,-5748,-284,167,-240
-13752,6168,-5592,-276,275,-202
-13612,6152,-5620,-293,232,-176
-13636,6376,-5648,-296,397,-106
-13732,6264,-5572,-247,451,-113
-13824,6092,-5684,-257,403,-130
-13704,6132,-5568,-377,217,-93
-13620,6140,-5544,-373,361,-64
-13712,6248,-5612,-411,609,-57
-13800,6156,-5696,-399,467,-16
-13636,6236,-5740,-434,487,-56
-13712,6200,-5744,-466,651,-48
-13800,6060,-5756,-392,621,65
-13812,6096,-5576,-303,424,107
-13688,6216,-5732,-181,361,25
-13912,6320,-5768,-157,300,-13
-13840,6276,-5684,-143,352,11
-13564,6140,-5652,-185,384,13
-13576,6136,-5792,-393,448,67
-13576,6208,-5784,-497,439,128
-13592,6352,-5712,-646,376,154
-13612,6492,-5512,-658,540,124
-13672,6560,-5876,-649,508,105
-13736,6492,-5800,-761,572,52
-13812,6548,-5624,-732,455,-32
-13968,6340,-5732,-727,175,71
-13444,6484,-5436,-667,88,83
-13384,6548,-5596,-612,468,127
-13528,6452,-5772,-625,239,88
-13352,6524,-5708,-699,220,53
-13416,6548,-5672,-766,288,40
-13524,6504,-5748,-895,232,94
-13256,6520,-5668,-962,532,62
-13384,6432,-5724,-1013,598,33
-13324,6564,-5788,-1138,467,17
-13452,6636,-5496,-1098,639,-45
-13648,6628,-5736,-1023,598,-100
-13644,6564,-5796,-929,744,-257
-13772,6364,-5952,-941,592,-264
-13736,6296,-5848,-1055,544,-214
-13848,6308,-5384,-985,523,-172
-13720,6380,-5816,-870,426,-134
-13556,6164,-5736,-848,268,-70
-13720,6296,-5772,-801,238,5
-13592,6484,-5928,-687,306,-89
-13560,6556,-5800,-710,114,-143
-13272,6452,-5436,-556,28,-248
-13212,6588,-5856,-440,220,-345
-13308,6592,-5968,-433,375,-455
-13552,6468,-5896,-470,549,-443
-13696,6352,-5640,-536,522,-381
-13508,6260,-5536,-401,654,-337
-13424,6084,-5588,-393,587,-265
-13504,6036,-5616,-352,732,-181
-13644,6240,-5756,-316,622,-26
-13868,6184,-5596,-273,553,82
-13736,6256,-5660,-221,298,198
-13776,6292,-5524,-255,233,208
-13532,6420,-5600,-170,247,153
-13516,6460,-5712,-270,135,153
-13600,6616,-5604,-311,196,14
-13616,6628,-5720,-247,222,-103
-13620,6516,-5736,-335,167,-116
-13424,6552,-5728,-411,285,-161
-13608,6728,-5796,-442,350,-179
-13432,6600,-5460,-360,423,-227
-13520,6444,-5536,-297,563,-268
-13648,6536,-5776,-359,406,-234
-13600,6504,-5740,-382,331,-195
-13820,6488,-5688,-313,197,-139
-13472,6432,-5712,-320,379,-124
-13320,6592,-5724,-361,321,-142
-13312,6384,-5644,-303,429,-210
-13488,6548,-6032,-260,394,-232
-13732,6552,-5788,-334,354,-173
-13572,6632,-5852,-433,375,-160
-13428,6520,-5672,-495,590,-151
-13580,6700,-5648,-554,495,-147
-13516,6644,-5612,-524,670,-167
-13524,6752,-5724,-439,546,-266
-13528,6588,-5704,-520,541,-327
-13592,6572,-5656,-561,440,-372
-13732,6544,-5504,-560,397,-332
-13476,6548,-5676,-549,556,-348
-13528,6516,-5768,-669,500,-316
-13472,6500,-5520,-672,487,-294
-13276,6340,-5488,-649,646,-265
-13388,6484,-5912,-684,681,-313
