accX,accY,accZ,gX,gY,gZ
-1324,16188,88,-1433,-1233,1806
-1348,16428,136,-1432,-1000,1652
-1300,16108,80,-1401,-704,1387
-1400,16004,156,-1243,-330,1028
-1696,16092,348,-1074,-263,757
-1664,15884,224,-925,-226,397
-1776,15924,148,-879,-227,158
-1760,15708,8,-791,-109,-7
-1920,15896,120,-717,113,-231
-2048,15896,88,-505,130,-339
-2340,15812,272,-265,-103,-346
