accX,accY,accZ,gX,gY,gZ
-15200,-3584,-1980,-526,43,38
-14764,-3620,-1844,-525,338,18
-15180,-3616,-2148,-473,638,177
-15236,-3704,-1944,-482,656,277
-15352,-3672,-1996,-435,674,239
-15544,-3600,-2152,-434,535,220
-15404,-3636,-2012,-491,474,168
-15276,-3804,-2240,-491,631,206
-15408,-3832,-1720,-279,293,166
-15088,-3660,-1764,-130,344,118
-15188,-3560,-2088,-77,482,199
-15224,-3432,-2084,-73,502,169
-15388,-3460,-1940,-187,358,103
-15400,-3484,-1712,-186,485,-17
-15384,-3172,-1964,-267,572,-48
-15480,-3468,-1972,-301,591,-100
-15328,-3592,-2092,-262,411,-225
-15192,-3376,-2048,-197,395,-217
-15156,-3320,-2100,-144,441,-349
-15248,-3504,-2172,-135,385,-368
-15144,-3584,-2084,-59,360,-363
-15252,-3436,-2084,-111,343,-279
-15404,-3420,-2160,-111,294,-235
-15396,-3236,-2276,-162,209,-173
-14908,-3340,-1916,-221,176,-65
-15044,-3284,-1936,-201,462,102
-14996,-3348,-1924,-214,613,262
-15132,-3332,-2060,-290,631,192
-15400,-3304,-2256,-334,375,140
-15224,-3372,-2256,-454,380,128
-15300,-3320,-2156,-484,664,292
-15348,-3324,-2160,-464,459,281
-15076,-3216,-2104,-395,328,165
-15224,-3284,-2292,-355,258,226
-15444,-3284,-2148,-314,342,353
-14960,-3272,-2116,-316,183,393
-15068,-3204,-2012,-387,386,406
-15604,-3204,-2020,-382,540,381
-15296,-3140,-2120,-464,325,379
-15348,-2944,-2396,-512,362,376
-15276,-2952,-2304,-551,352,304
-15256,-3100,-2216,-585,347,268
-15276,-3188,-2132,-661,459,326
-15220,-3260,-2188,-657,513,385
-15332,-3112,-2160,-665,563,459
-15336,-3084,-2032,-605,681,427
-15492,-3224,-1880,-573,680,389
-15512,-3240,-2196,-475,378,339
-15548,-3220,-2252,-426,106,358
-15488,-3276,-2020,-398,-119,255
-15508,-3240,-1684,-369,-103,200
-15352,-3268,-1800,-224,-571,134
-15328,-3052,-1888,-168,-277,12
-15364,-2984,-2372,-398,-69,34
-14992,-3140,-1956,-550,143,-141
-15432,-2956,-1972,-408,127,-270
